estado;data;feriado
Acre;01/01/2018;Ano Novo
Acre;20/01/2018;Dia do Católico
Acre;26/01/2018;Dia do Evangélico
Acre;12/02/2018;Carnaval
Acre;13/02/2018;Carnaval
Acre;14/02/2018;Carnaval
Acre;09/03/2018;Dia da Mulher
Acre;30/03/2018;Sexta Feira Santa
Acre;21/04/2018;Dia de Tiradentes
Acre;01/05/2018;Dia do Trabalho
Acre;31/05/2018;Corpus Christi
Acre;15/06/2018;Aniversário do Acre
Acre;06/08/2018;Revolução Acreana
Acre;07/09/2018;Independência do Brasil
Acre;07/09/2018;Dia da Amazônia
Acre;12/10/2018;Nossa Senhora Aparecida
Acre;15/10/2018;Dia do Professor
Acre;28/10/2018;Dia do Servidor Público
Acre;02/11/2018;Dia de Finados
Acre;15/11/2018;Proclamação da República
Acre;17/11/2018;Tratado de Petrópolis
Acre;25/12/2018;Natal
Acre;01/01/2019;Ano Novo
Acre;20/01/2019;Dia do Católico
Acre;25/01/2019;Dia do Evangélico
Acre;04/03/2019;Carnaval
Acre;05/03/2019;Carnaval
Acre;06/03/2019;Carnaval
Acre;08/03/2019;Dia da Mulher
Acre;19/04/2019;Sexta Feira Santa
Acre;21/04/2019;Dia de Tiradentes
Acre;01/05/2019;Dia do Trabalho
Acre;15/06/2019;Aniversário do Acre
Acre;20/06/2019;Corpus Christi
Acre;06/08/2019;Revolução Acreana
Acre;06/09/2019;Dia da Amazônia
Acre;07/09/2019;Independência do Brasil
Acre;12/10/2019;Nossa Senhora Aparecida
Acre;15/10/2019;Dia do Professor
Acre;28/10/2019;Dia do Servidor Público
Acre;02/11/2019;Dia de Finados
Acre;15/11/2019;Proclamação da República
Acre;17/11/2019;Tratado de Petrópolis
Acre;25/12/2019;Natal
Acre;01/01/2020;Ano Novo
Acre;24/01/2020;Dia do Evangélico
Acre;24/02/2020;Carnaval
Acre;25/02/2020;Carnaval
Acre;26/02/2020;Carnaval
Acre;08/03/2020;Dia da Mulher
Acre;10/04/2020;Sexta Feira Santa
Acre;21/04/2020;Dia de Tiradentes
Acre;01/05/2020;Dia do Trabalho
Acre;11/06/2020;Corpus Christi
Acre;15/06/2020;Aniversário do Acre
Acre;06/08/2020;Revolução Acreana
Acre;05/09/2020;Dia da Amazônia
Acre;07/09/2020;Independência do Brasil
Acre;12/10/2020;Nossa Senhora Aparecida
Acre;15/10/2020;Dia do Professor
Acre;28/10/2020;Dia do Servidor Público
Acre;02/11/2020;Dia de Finados
Acre;15/11/2020;Proclamação da República
Acre;20/11/2020;Tratado de Petrópolis
Acre;25/12/2020;Natal
Amapa;01/01/2018;Ano Novo
Amapa;12/02/2018;Carnaval
Amapa;13/02/2018;Carnaval
Amapa;14/02/2018;Carnaval
Amapa;19/03/2018;Dia de São José
Amapa;30/03/2018;Sexta Feira Santa
Amapa;21/04/2018;Dia de Tiradentes
Amapa;01/05/2018;Dia do Trabalho
Amapa;15/05/2018;Dia de Cabralzinho
Amapa;31/05/2018;Corpus Christi
Amapa;07/09/2018;Independência do Brasil
Amapa;13/09/2018;Aniversário da criação do ex território federal do Amapá
Amapa;12/10/2018;Nossa Senhora Aparecida
Amapa;15/10/2018;Dia do Professor
Amapa;28/10/2018;Dia do Servidor Público
Amapa;02/11/2018;Dia de Finados
Amapa;15/11/2018;Proclamação da República
Amapa;20/11/2018;Dia da Consciência Negra
Amapa;25/12/2018;Natal
Amapa;01/01/2019;Ano Novo
Amapa;04/03/2019;Carnaval
Amapa;05/03/2019;Carnaval
Amapa;06/03/2019;Carnaval
Amapa;19/03/2019;Dia de São José
Amapa;19/04/2019;Sexta Feira Santa
Amapa;21/04/2019;Dia de Tiradentes
Amapa;01/05/2019;Dia do Trabalho
Amapa;15/05/2019;Dia de Cabralzinho
Amapa;20/06/2019;Corpus Christi
Amapa;07/09/2019;Independência do Brasil
Amapa;13/09/2019;Aniversário da criação do ex território federal do Amapá
Amapa;12/10/2019;Nossa Senhora Aparecida
Amapa;15/10/2019;Dia do Professor
Amapa;28/10/2019;Dia do Servidor Público
Amapa;02/11/2019;Dia de Finados
Amapa;15/11/2019;Proclamação da República
Amapa;20/11/2019;Dia da Consciência Negra
Amapa;25/12/2019;Natal
Amapa;01/01/2020;Ano Novo
Amapa;24/02/2020;Carnaval
Amapa;25/02/2020;Carnaval
Amapa;26/02/2020;Carnaval
Amapa;19/03/2020;Dia de São José
Amapa;10/04/2020;Sexta Feira Santa
Amapa;21/04/2020;Dia de Tiradentes
Amapa;01/05/2020;Dia do Trabalho
Amapa;15/05/2020;Dia de Cabralzinho
Amapa;11/06/2020;Corpus Christi
Amapa;07/09/2020;Independência do Brasil
Amapa;13/09/2020;Aniversário da criação do ex território federal do Amapá
Amapa;12/10/2020;Nossa Senhora Aparecida
Amapa;15/10/2020;Dia do Professor
Amapa;28/10/2020;Dia do Servidor Público
Amapa;02/11/2020;Dia de Finados
Amapa;15/11/2020;Proclamação da República
Amapa;20/11/2020;Dia da Consciência Negra
Amapa;25/12/2020;Natal
Alagoas;01/01/2018;Ano Novo
Alagoas;12/02/2018;Carnaval
Alagoas;13/02/2018;Carnaval
Alagoas;14/02/2018;Carnaval
Alagoas;30/03/2018;Sexta Feira Santa
Alagoas;21/04/2018;Dia de Tiradentes
Alagoas;01/05/2018;Dia do Trabalho
Alagoas;31/05/2018;Corpus Christi
Alagoas;24/06/2018;Dia de São João
Alagoas;29/06/2018;Dia de São Pedro
Alagoas;07/09/2018;Independência do Brasil
Alagoas;16/09/2018;Emancipação de Alagoas
Alagoas;12/10/2018;Nossa Senhora Aparecida
Alagoas;15/10/2018;Dia do Professor
Alagoas;28/10/2018;Dia do Servidor Público
Alagoas;02/11/2018;Dia de Finados
Alagoas;15/11/2018;Proclamação da República
Alagoas;20/11/2018;Dia da Consciência Negra
Alagoas;30/11/2018;Dia do Evangélico
Alagoas;25/12/2018;Natal
Alagoas;01/01/2019;Ano Novo
Alagoas;04/03/2019;Carnaval
Alagoas;05/03/2019;Carnaval
Alagoas;06/03/2019;Carnaval
Alagoas;19/04/2019;Sexta Feira Santa
Alagoas;21/04/2019;Dia de Tiradentes
Alagoas;01/05/2019;Dia do Trabalho
Alagoas;20/06/2019;Corpus Christi
Alagoas;24/06/2019;Dia de São João
Alagoas;29/06/2019;Dia de São Pedro
Alagoas;07/09/2019;Independência do Brasil
Alagoas;16/09/2019;Emancipação de Alagoas
Alagoas;12/10/2019;Nossa Senhora Aparecida
Alagoas;15/10/2019;Dia do Professor
Alagoas;28/10/2019;Dia do Servidor Público
Alagoas;02/11/2019;Dia de Finados
Alagoas;15/11/2019;Proclamação da República
Alagoas;20/11/2019;Dia da Consciência Negra
Alagoas;30/11/2019;Dia do Evangélico
Alagoas;25/12/2019;Natal
Alagoas;01/01/2020;Ano Novo
Alagoas;24/02/2020;Carnaval
Alagoas;25/02/2020;Carnaval
Alagoas;26/02/2020;Carnaval
Alagoas;10/04/2020;Sexta Feira Santa
Alagoas;21/04/2020;Dia de Tiradentes
Alagoas;01/05/2020;Dia do Trabalho
Alagoas;11/06/2020;Corpus Christi
Alagoas;24/06/2020;Dia de São João
Alagoas;29/06/2020;Dia de São Pedro
Alagoas;07/09/2020;Independência do Brasil
Alagoas;16/09/2020;Emancipação de Alagoas
Alagoas;12/10/2020;Nossa Senhora Aparecida
Alagoas;15/10/2020;Dia do Professor
Alagoas;28/10/2020;Dia do Servidor Público
Alagoas;02/11/2020;Dia de Finados
Alagoas;15/11/2020;Proclamação da República
Alagoas;20/11/2020;Dia da Consciência Negra
Alagoas;30/11/2020;Dia do Evangélico
Alagoas;25/12/2020;Natal
Amazonas;01/01/2018;Ano Novo
Amazonas;12/02/2018;Carnaval
Amazonas;13/02/2018;Carnaval
Amazonas;14/02/2018;Carnaval
Amazonas;30/03/2018;Sexta Feira Santa
Amazonas;21/04/2018;Dia de Tiradentes
Amazonas;01/05/2018;Dia do Trabalho
Amazonas;31/05/2018;Corpus Christi
Amazonas;05/09/2018;Aniversário do Amazonas
Amazonas;07/09/2018;Independência do Brasil
Amazonas;12/10/2018;Nossa Senhora Aparecida
Amazonas;15/10/2018;Dia do Professor
Amazonas;28/10/2018;Dia do Servidor Público
Amazonas;02/11/2018;Dia de Finados
Amazonas;15/11/2018;Proclamação da República
Amazonas;20/11/2018;Dia da Consciência Negra
Amazonas;08/12/2018;Dia de Nossa Senhora da Conceição
Amazonas;25/12/2018;Natal
Amazonas;01/01/2019;Ano Novo
Amazonas;04/03/2019;Carnaval
Amazonas;05/03/2019;Carnaval
Amazonas;06/03/2019;Carnaval
Amazonas;19/04/2019;Sexta Feira Santa
Amazonas;21/04/2019;Dia de Tiradentes
Amazonas;01/05/2019;Dia do Trabalho
Amazonas;20/06/2019;Corpus Christi
Amazonas;05/09/2019;Aniversário do Amazonas
Amazonas;07/09/2019;Independência do Brasil
Amazonas;12/10/2019;Nossa Senhora Aparecida
Amazonas;15/10/2019;Dia do Professor
Amazonas;28/10/2019;Dia do Servidor Público
Amazonas;02/11/2019;Dia de Finados
Amazonas;15/11/2019;Proclamação da República
Amazonas;20/11/2019;Dia da Consciência Negra
Amazonas;08/12/2019;Dia de Nossa Senhora da Conceição
Amazonas;25/12/2019;Natal
Amazonas;01/01/2020;Ano Novo
Amazonas;24/02/2020;Carnaval
Amazonas;25/02/2020;Carnaval
Amazonas;26/02/2020;Carnaval
Amazonas;10/04/2020;Sexta Feira Santa
Amazonas;21/04/2020;Dia de Tiradentes
Amazonas;01/05/2020;Dia do Trabalho
Amazonas;11/06/2020;Corpus Christi
Amazonas;05/09/2020;Aniversário do Amazonas
Amazonas;07/09/2020;Independência do Brasil
Amazonas;12/10/2020;Nossa Senhora Aparecida
Amazonas;15/10/2020;Dia do Professor
Amazonas;28/10/2020;Dia do Servidor Público
Amazonas;02/11/2020;Dia de Finados
Amazonas;15/11/2020;Proclamação da República
Amazonas;20/11/2020;Dia da Consciência Negra
Amazonas;08/12/2020;Dia de Nossa Senhora da Conceição
Amazonas;25/12/2020;Natal
Bahia;01/01/2018;Ano Novo
Bahia;12/02/2018;Carnaval
Bahia;13/02/2018;Carnaval
Bahia;14/02/2018;Carnaval
Bahia;30/03/2018;Sexta Feira Santa
Bahia;21/04/2018;Dia de Tiradentes
Bahia;01/05/2018;Dia do Trabalho
Bahia;31/05/2018;Corpus Christi
Bahia;02/07/2018;Independência da Bahia
Bahia;07/09/2018;Independência do Brasil
Bahia;12/10/2018;Nossa Senhora Aparecida
Bahia;15/10/2018;Dia do Professor
Bahia;28/10/2018;Dia do Servidor Público
Bahia;02/11/2018;Dia de Finados
Bahia;15/11/2018;Proclamação da República
Bahia;25/12/2018;Natal
Bahia;01/01/2019;Ano Novo
Bahia;04/03/2019;Carnaval
Bahia;05/03/2019;Carnaval
Bahia;06/03/2019;Carnaval
Bahia;19/04/2019;Sexta Feira Santa
Bahia;21/04/2019;Dia de Tiradentes
Bahia;01/05/2019;Dia do Trabalho
Bahia;20/06/2019;Corpus Christi
Bahia;02/07/2019;Independência da Bahia
Bahia;07/09/2019;Independência do Brasil
Bahia;12/10/2019;Nossa Senhora Aparecida
Bahia;15/10/2019;Dia do Professor
Bahia;28/10/2019;Dia do Servidor Público
Bahia;02/11/2019;Dia de Finados
Bahia;15/11/2019;Proclamação da República
Bahia;25/12/2019;Natal
Bahia;01/01/2020;Ano Novo
Bahia;24/02/2020;Carnaval
Bahia;25/02/2020;Carnaval
Bahia;26/02/2020;Carnaval
Bahia;10/04/2020;Sexta Feira Santa
Bahia;21/04/2020;Dia de Tiradentes
Bahia;01/05/2020;Dia do Trabalho
Bahia;26/05/2020;Independência da Bahia
Bahia;11/06/2020;Corpus Christi
Bahia;07/09/2020;Independência do Brasil
Bahia;12/10/2020;Nossa Senhora Aparecida
Bahia;15/10/2020;Dia do Professor
Bahia;28/10/2020;Dia do Servidor Público
Bahia;02/11/2020;Dia de Finados
Bahia;15/11/2020;Proclamação da República
Bahia;25/12/2020;Natal
Ceara;01/01/2018;Ano Novo
Ceara;12/02/2018;Carnaval
Ceara;13/02/2018;Carnaval
Ceara;14/02/2018;Carnaval
Ceara;19/03/2018;Dia de São José
Ceara;25/03/2018;Data Magna do Ceará
Ceara;30/03/2018;Sexta Feira Santa
Ceara;21/04/2018;Dia de Tiradentes
Ceara;01/05/2018;Dia do Trabalho
Ceara;31/05/2018;Corpus Christi
Ceara;07/09/2018;Independência do Brasil
Ceara;12/10/2018;Nossa Senhora Aparecida
Ceara;15/10/2018;Dia do Professor
Ceara;28/10/2018;Dia do Servidor Público
Ceara;02/11/2018;Dia de Finados
Ceara;15/11/2018;Proclamação da República
Ceara;25/12/2018;Natal
Ceara;01/01/2019;Ano Novo
Ceara;04/03/2019;Carnaval
Ceara;05/03/2019;Carnaval
Ceara;06/03/2019;Carnaval
Ceara;19/03/2019;Dia de São José
Ceara;25/03/2019;Data Magna do Ceará
Ceara;19/04/2019;Sexta Feira Santa
Ceara;21/04/2019;Dia de Tiradentes
Ceara;01/05/2019;Dia do Trabalho
Ceara;20/06/2019;Corpus Christi
Ceara;07/09/2019;Independência do Brasil
Ceara;12/10/2019;Nossa Senhora Aparecida
Ceara;15/10/2019;Dia do Professor
Ceara;28/10/2019;Dia do Servidor Público
Ceara;02/11/2019;Dia de Finados
Ceara;15/11/2019;Proclamação da República
Ceara;25/12/2019;Natal
Ceara;01/01/2020;Ano Novo
Ceara;24/02/2020;Carnaval
Ceara;25/02/2020;Carnaval
Ceara;26/02/2020;Carnaval
Ceara;19/03/2020;Dia de São José
Ceara;25/03/2020;Data Magna do Ceará
Ceara;10/04/2020;Sexta Feira Santa
Ceara;21/04/2020;Dia de Tiradentes
Ceara;01/05/2020;Dia do Trabalho
Ceara;11/06/2020;Corpus Christi
Ceara;07/09/2020;Independência do Brasil
Ceara;12/10/2020;Nossa Senhora Aparecida
Ceara;15/10/2020;Dia do Professor
Ceara;28/10/2020;Dia do Servidor Público
Ceara;02/11/2020;Dia de Finados
Ceara;15/11/2020;Proclamação da República
Ceara;25/12/2020;Natal
Distrito Federal;01/01/2018;Ano Novo
Distrito Federal;12/02/2018;Carnaval
Distrito Federal;13/02/2018;Carnaval
Distrito Federal;14/02/2018;Carnaval
Distrito Federal;30/03/2018;Sexta Feira Santa
Distrito Federal;21/04/2018;Dia de Tiradentes
Distrito Federal;01/05/2018;Dia do Trabalho
Distrito Federal;31/05/2018;Corpus Christi
Distrito Federal;07/09/2018;Independência do Brasil
Distrito Federal;12/10/2018;Nossa Senhora Aparecida
Distrito Federal;15/10/2018;Dia do Professor
Distrito Federal;28/10/2018;Dia do Servidor Público
Distrito Federal;02/11/2018;Dia de Finados
Distrito Federal;15/11/2018;Proclamação da República
Distrito Federal;30/11/2018;Dia do Evangélico
Distrito Federal;25/12/2018;Natal
Distrito Federal;01/01/2019;Ano Novo
Distrito Federal;04/03/2019;Carnaval
Distrito Federal;05/03/2019;Carnaval
Distrito Federal;06/03/2019;Carnaval
Distrito Federal;19/04/2019;Sexta Feira Santa
Distrito Federal;21/04/2019;Dia de Tiradentes
Distrito Federal;01/05/2019;Dia do Trabalho
Distrito Federal;20/06/2019;Corpus Christi
Distrito Federal;07/09/2019;Independência do Brasil
Distrito Federal;12/10/2019;Nossa Senhora Aparecida
Distrito Federal;15/10/2019;Dia do Professor
Distrito Federal;28/10/2019;Dia do Servidor Público
Distrito Federal;02/11/2019;Dia de Finados
Distrito Federal;15/11/2019;Proclamação da República
Distrito Federal;30/11/2019;Dia do Evangélico
Distrito Federal;25/12/2019;Natal
Distrito Federal;01/01/2020;Ano Novo
Distrito Federal;24/02/2020;Carnaval
Distrito Federal;25/02/2020;Carnaval
Distrito Federal;26/02/2020;Carnaval
Distrito Federal;10/04/2020;Sexta Feira Santa
Distrito Federal;21/04/2020;Dia de Tiradentes
Distrito Federal;01/05/2020;Dia do Trabalho
Distrito Federal;11/06/2020;Corpus Christi
Distrito Federal;07/09/2020;Independência do Brasil
Distrito Federal;12/10/2020;Nossa Senhora Aparecida
Distrito Federal;15/10/2020;Dia do Professor
Distrito Federal;28/10/2020;Dia do Servidor Público
Distrito Federal;02/11/2020;Dia de Finados
Distrito Federal;15/11/2020;Proclamação da República
Distrito Federal;30/11/2020;Dia do Evangélico
Distrito Federal;25/12/2020;Natal
Espirito Santo;01/01/2018;Ano Novo
Espirito Santo;12/02/2018;Carnaval
Espirito Santo;13/02/2018;Carnaval
Espirito Santo;14/02/2018;Carnaval
Espirito Santo;30/03/2018;Sexta Feira Santa
Espirito Santo;09/04/2018;Aniversário do Estado
Espirito Santo;21/04/2018;Dia de Tiradentes
Espirito Santo;01/05/2018;Dia do Trabalho
Espirito Santo;31/05/2018;Corpus Christi
Espirito Santo;07/09/2018;Independência do Brasil
Espirito Santo;12/10/2018;Nossa Senhora Aparecida
Espirito Santo;15/10/2018;Dia do Professor
Espirito Santo;28/10/2018;Dia do Servidor Público
Espirito Santo;02/11/2018;Dia de Finados
Espirito Santo;15/11/2018;Proclamação da República
Espirito Santo;25/12/2018;Natal
Espirito Santo;01/01/2019;Ano Novo
Espirito Santo;04/03/2019;Carnaval
Espirito Santo;05/03/2019;Carnaval
Espirito Santo;06/03/2019;Carnaval
Espirito Santo;19/04/2019;Sexta Feira Santa
Espirito Santo;21/04/2019;Dia de Tiradentes
Espirito Santo;29/04/2019;Aniversário do Estado
Espirito Santo;01/05/2019;Dia do Trabalho
Espirito Santo;20/06/2019;Corpus Christi
Espirito Santo;07/09/2019;Independência do Brasil
Espirito Santo;12/10/2019;Nossa Senhora Aparecida
Espirito Santo;15/10/2019;Dia do Professor
Espirito Santo;28/10/2019;Dia do Servidor Público
Espirito Santo;02/11/2019;Dia de Finados
Espirito Santo;15/11/2019;Proclamação da República
Espirito Santo;25/12/2019;Natal
Espirito Santo;01/01/2020;Ano Novo
Espirito Santo;24/02/2020;Carnaval
Espirito Santo;25/02/2020;Carnaval
Espirito Santo;26/02/2020;Carnaval
Espirito Santo;10/04/2020;Sexta Feira Santa
Espirito Santo;20/04/2020;Aniversário do Estado
Espirito Santo;21/04/2020;Dia de Tiradentes
Espirito Santo;01/05/2020;Dia do Trabalho
Espirito Santo;11/06/2020;Corpus Christi
Espirito Santo;07/09/2020;Independência do Brasil
Espirito Santo;12/10/2020;Nossa Senhora Aparecida
Espirito Santo;15/10/2020;Dia do Professor
Espirito Santo;28/10/2020;Dia do Servidor Público
Espirito Santo;02/11/2020;Dia de Finados
Espirito Santo;15/11/2020;Proclamação da República
Espirito Santo;25/12/2020;Natal
Mato Grosso do Sul;01/01/2018;Ano Novo
Mato Grosso do Sul;12/02/2018;Carnaval
Mato Grosso do Sul;13/02/2018;Carnaval
Mato Grosso do Sul;14/02/2018;Carnaval
Mato Grosso do Sul;30/03/2018;Sexta Feira Santa
Mato Grosso do Sul;21/04/2018;Dia de Tiradentes
Mato Grosso do Sul;01/05/2018;Dia do Trabalho
Mato Grosso do Sul;31/05/2018;Corpus Christi
Mato Grosso do Sul;07/09/2018;Independência do Brasil
Mato Grosso do Sul;11/10/2018;Aniversário do Mato Grosso do Sul
Mato Grosso do Sul;12/10/2018;Nossa Senhora Aparecida
Mato Grosso do Sul;15/10/2018;Dia do Professor
Mato Grosso do Sul;28/10/2018;Dia do Servidor Público
Mato Grosso do Sul;02/11/2018;Dia de Finados
Mato Grosso do Sul;15/11/2018;Proclamação da República
Mato Grosso do Sul;25/12/2018;Natal
Mato Grosso do Sul;01/01/2019;Ano Novo
Mato Grosso do Sul;04/03/2019;Carnaval
Mato Grosso do Sul;05/03/2019;Carnaval
Mato Grosso do Sul;06/03/2019;Carnaval
Mato Grosso do Sul;19/04/2019;Sexta Feira Santa
Mato Grosso do Sul;21/04/2019;Dia de Tiradentes
Mato Grosso do Sul;01/05/2019;Dia do Trabalho
Mato Grosso do Sul;20/06/2019;Corpus Christi
Mato Grosso do Sul;07/09/2019;Independência do Brasil
Mato Grosso do Sul;10/10/2019;Ponto Facultativo
Mato Grosso do Sul;11/10/2019;Aniversário do Mato Grosso do Sul
Mato Grosso do Sul;12/10/2019;Nossa Senhora Aparecida
Mato Grosso do Sul;15/10/2019;Dia do Professor
Mato Grosso do Sul;28/10/2019;Dia do Servidor Público
Mato Grosso do Sul;02/11/2019;Dia de Finados
Mato Grosso do Sul;15/11/2019;Proclamação da República
Mato Grosso do Sul;25/12/2019;Natal
Mato Grosso do Sul;01/01/2020;Ano Novo
Mato Grosso do Sul;24/02/2020;Carnaval
Mato Grosso do Sul;25/02/2020;Carnaval
Mato Grosso do Sul;26/02/2020;Carnaval
Mato Grosso do Sul;10/04/2020;Sexta Feira Santa
Mato Grosso do Sul;21/04/2020;Dia de Tiradentes
Mato Grosso do Sul;01/05/2020;Dia do Trabalho
Mato Grosso do Sul;11/06/2020;Corpus Christi
Mato Grosso do Sul;07/09/2020;Independência do Brasil
Mato Grosso do Sul;11/10/2020;Aniversário do Mato Grosso do Sul
Mato Grosso do Sul;12/10/2020;Nossa Senhora Aparecida
Mato Grosso do Sul;15/10/2020;Dia do Professor
Mato Grosso do Sul;28/10/2020;Dia do Servidor Público
Mato Grosso do Sul;02/11/2020;Dia de Finados
Mato Grosso do Sul;15/11/2020;Proclamação da República
Mato Grosso do Sul;25/12/2020;Natal
Maranhao;01/01/2018;Ano Novo
Maranhao;12/02/2018;Carnaval
Maranhao;13/02/2018;Carnaval
Maranhao;14/02/2018;Carnaval
Maranhao;30/03/2018;Sexta Feira Santa
Maranhao;21/04/2018;Dia de Tiradentes
Maranhao;01/05/2018;Dia do Trabalho
Maranhao;31/05/2018;Corpus Christi
Maranhao;28/07/2018;Adesão ao Império Brasileiro
Maranhao;07/09/2018;Independência do Brasil
Maranhao;12/10/2018;Nossa Senhora Aparecida
Maranhao;15/10/2018;Dia do Professor
Maranhao;28/10/2018;Dia do Servidor Público
Maranhao;02/11/2018;Dia de Finados
Maranhao;15/11/2018;Proclamação da República
Maranhao;25/12/2018;Natal
Maranhao;01/01/2019;Ano Novo
Maranhao;04/03/2019;Carnaval
Maranhao;05/03/2019;Carnaval
Maranhao;06/03/2019;Carnaval
Maranhao;19/04/2019;Sexta Feira Santa
Maranhao;21/04/2019;Dia de Tiradentes
Maranhao;01/05/2019;Dia do Trabalho
Maranhao;20/06/2019;Corpus Christi
Maranhao;28/07/2019;Adesão ao Império Brasileiro
Maranhao;07/09/2019;Independência do Brasil
Maranhao;12/10/2019;Nossa Senhora Aparecida
Maranhao;15/10/2019;Dia do Professor
Maranhao;28/10/2019;Dia do Servidor Público
Maranhao;02/11/2019;Dia de Finados
Maranhao;15/11/2019;Proclamação da República
Maranhao;25/12/2019;Natal
Maranhao;01/01/2020;Ano Novo
Maranhao;24/02/2020;Carnaval
Maranhao;25/02/2020;Carnaval
Maranhao;26/02/2020;Carnaval
Maranhao;10/04/2020;Sexta Feira Santa
Maranhao;21/04/2020;Dia de Tiradentes
Maranhao;01/05/2020;Dia do Trabalho
Maranhao;15/05/2020;Adesão ao Império Brasileiro
Maranhao;11/06/2020;Corpus Christi
Maranhao;07/09/2020;Independência do Brasil
Maranhao;12/10/2020;Nossa Senhora Aparecida
Maranhao;15/10/2020;Dia do Professor
Maranhao;28/10/2020;Dia do Servidor Público
Maranhao;02/11/2020;Dia de Finados
Maranhao;15/11/2020;Proclamação da República
Maranhao;25/12/2020;Natal
Mato Grosso;01/01/2018;Ano Novo
Mato Grosso;12/02/2018;Carnaval
Mato Grosso;13/02/2018;Carnaval
Mato Grosso;14/02/2018;Carnaval
Mato Grosso;30/03/2018;Sexta Feira Santa
Mato Grosso;21/04/2018;Dia de Tiradentes
Mato Grosso;01/05/2018;Dia do Trabalho
Mato Grosso;31/05/2018;Corpus Christi
Mato Grosso;07/09/2018;Independência do Brasil
Mato Grosso;12/10/2018;Nossa Senhora Aparecida
Mato Grosso;15/10/2018;Dia do Professor
Mato Grosso;28/10/2018;Dia do Servidor Público
Mato Grosso;02/11/2018;Dia de Finados
Mato Grosso;15/11/2018;Proclamação da República
Mato Grosso;20/11/2018;Dia da Consciência Negra
Mato Grosso;25/12/2018;Natal
Mato Grosso;01/01/2019;Ano Novo
Mato Grosso;04/03/2019;Carnaval
